title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Sate Padang Sinar Gemilang Djo Siin,"Jl. Raya Manyar No.55, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Restoran Sate Restoran Padang,"{'lat': -7.2950234, 'lng': 112.762483}",3.740058500831999,2.7283902966685836,2.1732608770851884
Sate Ayam GBT,"Jl. Ngagel Jaya No.74, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.4,Restoran Sate Rumah Makan,"{'lat': -7.2918544, 'lng': 112.7554244}",4.0702319152997,2.7203416590227216,2.0201246481992787
Sate Cak Seger Ponorogo,"PQ84+GC6, Jl. Pucang Anom, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.4,Restoran Sate,"{'lat': -7.283711, 'lng': 112.7560231}",3.535815853364123,1.972459372764158,1.2229711866009727
"""Warung Sate Berkah Rasa"" Semolowaru Elok","Jl. Semolowaru Elok No.33, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Restoran Sate,"{'lat': -7.3022939, 'lng': 112.7753314}",3.7717507446202636,3.5208561777440113,3.25704776944254
Sate Babi Halim,"Jl. Raya Manyar No.84, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.3,Restoran Sate,"{'lat': -7.2979585, 'lng': 112.7618416}",4.03556703740387,3.0620397033378595,2.5031831912677953
WarKop KM 135,"Jl. Karang Menjangan No.135, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2732413, 'lng': 112.7620747}",2.537360229978624,0.772574276224387,0.2905998988062631
WARKOP JAYADI (JAYA ABADI),"Jl. Dharmahusada No.38C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2660569, 'lng': 112.762947}",2.444225763463448,0.8698790058962388,1.051214434094465
Warkop waduk barata jaya ( ptt ),"Jl. BarataJaya XII A No.11, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Kedai Kopi,"{'lat': -7.302182, 'lng': 112.7555481}",4.843042487071681,3.7320581969406046,3.0907213687924755
WARKOP CAK DIN DAN CAK DUL,"Jl. Ngagel Jaya Utara No.110, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2894151, 'lng': 112.7598935}",3.5146425003992876,2.241094536101465,1.5948955817240376
Warkop Aji Raja Kopi,"Jl. Semolowaru No.95, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,Kedai Kopi,"{'lat': -7.3001314, 'lng': 112.7762537}",3.512664624809369,3.3096441016958393,3.0840648773062735
Warkop Berkah (Warung Skena),"Jl. Manyar Kartika VIII No.16, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2893401, 'lng': 112.7658274}",3.0246569599357134,2.0325890576959895,1.5620671287162766
Warkop Dua Dunia,"PQ44+4Q4, Jl. Krukah Tim., Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60245, Indonesia",4.7,Kafe,"{'lat': -7.2947367, 'lng': 112.7569671}",4.144250951858422,2.9145972754190717,2.2536348946573233
Warkop Pemuda Songolaz (WPS),"Jl. Manyar Rejo No.23 A, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Kafe,"{'lat': -7.2936424, 'lng': 112.7641516}",3.5035196002298385,2.5367184463187553,2.019048221138165
Warkop Ramonez,"Jl. Raya Menur No.22-24, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2772737, 'lng': 112.7621614}",2.6352347008820534,0.988633286909189,0.2399220768786011
Soto Ayam Kampung Cak Mu'in,"A1-3 No.14E, Jl. Arief Rahman Hakim, Klampis Ngasem, Sukolilo, Surabaya, East Java 60118, Indonesia",4.4,Restoran Soto Ayam Kedai Sarapan Rumah Makan,"{'lat': -7.290009, 'lng': 112.775101}",2.4988372346629717,2.1933681013817057,2.06602832962429
Soto Ayam cak di Lamongan,"001, Jl. Gebang Lor No.8, RW.01, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran,"{'lat': -7.2818924, 'lng': 112.7860041}",1.36222469305465,2.2334208913647102,2.5925545121859876
Soto ayam lamongan cak Har ( PUSAT ),"Jl. Arief Rahman Hakim, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Restoran Soto Ayam Restoran soto,"{'lat': -7.2897292, 'lng': 112.7832073}",2.234066113619245,2.593187916840475,2.6974719149366795
Soto Ayam Pak Yan's,"Jl. Semolowaru Tengah I No.31, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Restoran Soto Ayam Rumah Makan Warung Makanan Kecil,"{'lat': -7.3021661, 'lng': 112.7791224}",3.6639822255780214,3.6160700897306817,3.4350027296534487
"Soto Madura Dan Soto Ayam H. Syafik Arief Rahman Hakim (Warung Makan Soto, Soto Madura Asli, Soto Daging Madura, Soto Ayam)","Jl. Arief Rahman Hakim No.207, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Restoran soto,"{'lat': -7.2893881, 'lng': 112.7785537}",2.2950705439133903,2.2809530363809367,2.275628746727422
Soto Kwali Solo Pak Wasis,"Jl. Semolowaru No.26, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur, Indonesia",4.6,Restoran,"{'lat': -7.301282, 'lng': 112.7812422}",3.5336199283592435,3.6052568499949365,3.4772820309627672
Soto ayam n'desso,"Lapangan tenis, Jl. Semolo Waru, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kedai Sarapan  Makan Siang,"{'lat': -7.3026982, 'lng': 112.7878195}",3.6843209692242,4.073093459092713,4.049783631874147
Soto Ayam Cak Nuris,"Jl. Arief Rahman Hakim No.58, RT.003/RW.01, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,Restoran Soto Ayam,"{'lat': -7.2900206, 'lng': 112.7976125}",2.6650912227968044,3.799046716224668,4.104489696347413
Soto Gubeng PJKA ASLI,"Jl. Raya Mulyosari No.153, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.4,Restoran soto Kedai Sup,"{'lat': -7.2643724, 'lng': 112.7959003}",1.360168235018877,3.0868683223539426,3.7923529901708974
Soto Ayam Lamongan Cak To,"Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.3,Restoran Soto Ayam Rumah Makan Restoran Jawa,"{'lat': -7.283488, 'lng': 112.7855315}",1.535279343619994,2.2896426190040646,2.5976548384506657
Soto Banjar Selera Kita,"Jl. Kertajaya Indah Timur XI. 17 blok O - 606 No 17, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran soto Toko Makanan,"{'lat': -7.2775981, 'lng': 112.7826643}",0.909274495790636,1.681962952771647,2.1376129283836267
Soto Ayam Cak Wid,"Jl. Dr. Ir. H. Soekarno No.21, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,Restoran soto,"{'lat': -7.2776568, 'lng': 112.7807298}",0.9921420262746564,1.4936904665245516,1.9264554186073428
Soto Ayam Lamongan Cak Agus,"Jl. Gebang Wetan No.4, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran Soto Ayam Restoran Jawa,"{'lat': -7.280919, 'lng': 112.788603}",1.3161328447635359,2.432082104858605,2.844426114848871
SATE AYAM KELAPA WARISAN,"Jl. Kedeong Pengkol Gg. 5 No.31, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Restoran,"{'lat': -7.2649899, 'lng': 112.7673133}",1.9986570460873714,0.7205600967981451,1.2458359016156548
Warung Sate Pak Yusup Pinggir Jembatan,"Jl. Kejawan Gebang No.17, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,Restoran Sate,"{'lat': -7.28615, 'lng': 112.8012014}",2.5726497438207985,3.936872869284559,4.3343519978476275
Sate Madura Kak Mad,"PQ94+2HP, Jl. Pucang Adi III gang lll a, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,Restoran Sate Rumah Makan,"{'lat': -7.2824114, 'lng': 112.7564561}",3.4309944236830088,1.8385576438139533,1.084999403585944
"Gule Kambing, Sate Kambing, Ayam","PQ35+PXG, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.1,Restoran Sate,"{'lat': -7.2956911, 'lng': 112.7599553}",3.9827051254821746,2.882285259400969,2.2770723020227335
Sate Padang Duo Putri,"PQ5W+WP4, Jl. Keputih Makam Blk. E, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,Restoran Sate,"{'lat': -7.2901901, 'lng': 112.796845}",2.6374493151161107,3.7390752583593097,4.034392330402484
Sate Ayam & Gule Cak Sahar,"Jl. Keputih Tegal No.2, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.3,Restoran Sate,"{'lat': -7.2903276, 'lng': 112.7999994}",2.8410505841940545,4.0396396484117245,4.360559166018787
Sate Manyar Kalisari,"Jl. Kalisari Utara I No.21, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.0,Restoran Sate,"{'lat': -7.2658616, 'lng': 112.8044914}",2.2135334788135275,3.9829895877862573,4.65741186021149
Glory Sate Babi,"Jl. Ngagel Jaya Utara No.75, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.7,Restoran Sate,"{'lat': -7.2888982, 'lng': 112.7568444}",3.7503244417071295,2.3596888835377463,1.6560122900854457
SATE JOKO TOLE Madura,"Jl. Keputih No.86-58, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Restoran Sate,"{'lat': -7.2898513, 'lng': 112.797698}",2.654192210222008,3.7966785542208394,4.105808826006689
Sate Ayam Sate Kambing Pak Buser,"Jl. Manyar Rejo I No.2, RT.001/RW.05, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Restoran Sate,"{'lat': -7.2940424, 'lng': 112.7642162}",3.532852159103942,2.578887796038219,2.0637880851206796
Sate Ayam dan Kambing Madura,"Jl. Semolowaru No.74, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Restoran Sate,"{'lat': -7.3003796, 'lng': 112.7754046}",3.565344990615599,3.314550424516885,3.0670212201190283
JJ's Sate Babi,"Jl. Raya Mulyosari No.280, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.3,Restoran Sate Restoran Indonesia,"{'lat': -7.2682489, 'lng': 112.7961745}",1.264956731671717,3.038441175436808,3.70387470300519
Sate ayam pak syafii,"Jl. Barata Jaya No.47, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",5.0,Restoran Sate,"{'lat': -7.2988329, 'lng': 112.758856}",4.322323390040613,3.25205918647742,2.642468563590556
SHAO KAO,"Jalan Raya Kertajaya Indah Blok i103 No.57, Jl. Raya Kertajaya Indah No.57 blok i103, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.4,Restoran Sate Restoran Barbeque,"{'lat': -7.280093, 'lng': 112.7770883}",1.4349385816055282,1.3385549718296115,1.5938499792984548
Sari Laut Cak Aris Khas Lamongan,"Jl. Ngagel Jaya Selatan No.15-L 001, RT.001/RW.05, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.3,Restoran Seafood Restoran Jawa Timur Klub Malam,"{'lat': -7.2921546, 'lng': 112.7502257}",4.558173064565519,3.0942944005616986,2.3539449140038955
Ikan bakar keputih kh ahmad dahlan,"Jl. KH. Ahmad Dahlan No.7, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,Restoran Ikan Bakar Restoran Seafood,"{'lat': -7.2900219, 'lng': 112.7998391}",2.8031802843705997,4.00682366885471,4.331410431793442
SAS Cafe N Resto,"Jl. Bhaskara Sawah No.30, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.2,Kafe Restoran Indonesia Restoran Seafood,"{'lat': -7.2703801, 'lng': 112.7986469}",1.5292001260411934,3.2937303702019562,3.929211242299071
Aneka Sate Mertua,"Warung DD, Jl. Arief Rahman Hakim No.138, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Restoran Sate,"{'lat': -7.2897252, 'lng': 112.7830177}",2.235364695723843,2.580072392648967,2.68030024560496
Bu mar sate ayam dan sate taichan khas madura,"Jl. Manyar Rejo III No.72, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Warung nasi Restoran Jawa Timur Restoran Sate,"{'lat': -7.2972293, 'lng': 112.7673891}",3.6136339752995954,2.8874072436926093,2.4559251119367507
Sate Taichan Sataichan,"Jl. Arief Rahman Hakim No.56, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.2,Restoran Sate,"{'lat': -7.2896333, 'lng': 112.7830417}",2.224953340559607,2.573580292400161,2.6764248309475938
Sate Ayam Madura Pak Sayidi -Gubeng,"Jl. Kedeong Pengkol Gg. 5 No.31, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",3.0,Restoran Sate,"{'lat': -7.2650091, 'lng': 112.7672414}",2.0057553874395952,0.7203328130624723,1.241103560458087
Sate Ayam Pak Topan,"Jl. Manyar Sabrangan IX No.58c, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",3.6,Restoran Sate Kedai Sarapan  Makan Siang,"{'lat': -7.2833443, 'lng': 112.7679904}",2.3957227684357845,1.3422406791179382,1.0085492291203062
Sate Ayam Cak Kolil,"Jl. Nginden V, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Restoran Sate,"{'lat': -7.3015544, 'lng': 112.7638879}",4.226854963394274,3.4074884918141746,2.897620847339445
Soto Ayam Lamongan Cak Tono,"Jl. Kertajaya No.139, RT.000/RW.00, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Soto Ayam,"{'lat': -7.2785677, 'lng': 112.758943}",3.017675359197004,1.3546733430651032,0.5983587982844688
Soto Ayam Pak Umar Kertajaya,"No Jl. Dharmawangsa No.81A, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Soto Ayam Rumah Makan Restoran Jawa,"{'lat': -7.277397, 'lng': 112.7560233}",3.287443523619722,1.5638639089065574,0.8405449123775028
Soto Ayam Kampung Pak Djayus,"Jl. Raya Manyar No.81, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Restoran Soto Ayam Restoran Indonesia,"{'lat': -7.2980583, 'lng': 112.7622917}",4.013315250307307,3.060761587782175,2.511348868553981
Soto Ayam Lamongan Cak Yadi,"PQ96+7R3, Jl. Manyar Sambongan, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.7,Restoran Soto Ayam Restoran Jawa,"{'lat': -7.2818578, 'lng': 112.7620586}",2.8494776885891655,1.3896473100473417,0.7222725376617322
Soto Ayam Lamongan Cak Lan,"Jl. Pucang Arjo Tim. No.36, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,Restoran Soto Ayam Restoran Jawa,"{'lat': -7.28349, 'lng': 112.755585}",3.5686305634412574,1.9904543385481386,1.237885233273725
Soto Tapak Siring,"Jl. Dharmahusada No.14C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Restoran soto Restoran Soto Ayam,"{'lat': -7.2657187, 'lng': 112.7638623}",2.351512347575871,0.8257050632900605,1.0888271309653317
Soto Daging Cak Toha,"Jl. Pucang Jajar No.19, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,Restoran soto Rumah Makan,"{'lat': -7.2847504, 'lng': 112.7601806}",3.189775909141879,1.772210220402311,1.0881675870139385
Soto Ayam Lamongan Pak Salam,"Jl. Pucang Anom Tim. No.1A, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.3,Kedai Sarapan  Makan Siang,"{'lat': -7.2812428, 'lng': 112.7559464}",3.431615308401144,1.7978702630644827,1.040991489127513
Ayam Bakar Primarasa Manyar Kertoarjo,"Jl. Manyar Kertoarjo No.68-70, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,Restoran Masakan Ayam Restoran Ikan Bakar Restoran Indonesia,"{'lat': -7.2804076, 'lng': 112.7678412}",2.2173360450300015,1.0182272004668251,0.7333165828494611
Bima Restaurant,"Jl. Manyar Kertoarjo No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran China Restoran China Khusus Bawa Pulang Restoran China PesanAntar Gedung Pernikahan,"{'lat': -7.279994, 'lng': 112.7706154}",1.938570819551887,0.9872498616310724,0.9397304046460871
CARNIS - Gubeng,"Jl. Raya Gubeng No.96, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.6,Restoran Steak Restoran,"{'lat': -7.2754091, 'lng': 112.7460542}",4.320574489997764,2.550136160603767,1.9132654006447356
JOYBOX RESTO & LOUNGE,"Jl. Jawa No.38, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.4,Restoran Indonesia Layanan DJ Panggung Musik Lounge Restoran,"{'lat': -7.2740379, 'lng': 112.7501294}",3.8544917086360777,2.0817580734620855,1.4727481997675558
Nasi Pecel Rawon Pucang Moroseneng,"Jl. Pucang Anom No.17, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.5,Restoran Jawa Rumah Makan Restoran Nasi Goreng,"{'lat': -7.2842801, 'lng': 112.7543599}",3.728456297874722,2.1494133894823784,1.395493056303292
Resto Padang Simpang Raya,"Jl. Dr. Ir. H. Soekarno No.208, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60241, Indonesia",4.6,Restoran Padang Restoran Indonesia,"{'lat': -7.2912571, 'lng': 112.780177}",2.450678673587202,2.5493586594736355,2.548357567561044
WARKOP SEMAR,"PQH7+2HR, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kafe,"{'lat': -7.2723903, 'lng': 112.7639017}",2.324431626508153,0.5537211416785291,0.35018333740646895
Warkop Balazyk,"Jl. Ngagel Jaya Utara No.110, RT.002/RW.01, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Kafe,"{'lat': -7.2894084, 'lng': 112.7598189}",3.5206139610059846,2.24404504080331,1.596189025431451
Warkop Bang Rudy,"Jl. Ngagel Jaya Selatan No.169, RT.008/RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.2,Kedai Kopi,"{'lat': -7.293577, 'lng': 112.7607181}",3.755583965499631,2.632606176932255,2.0317227126686923
Warkop Gairah Muda,"No.40, Jl. Srikana, Kertajaya, Gubeng, Surabaya, East Java 60286, Indonesia",4.7,Kafe,"{'lat': -7.2742181, 'lng': 112.7578329}",3.016618038493699,1.2524389716206263,0.630378078879566
Warkop Putra Kelud,"Jl. Mulyorejo Barat No.9, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2681271, 'lng': 112.7764935}",0.9327628515223827,0.9190221997360873,1.6606926594667686
WarKop KM 35,"Jl. Karang Menjangan No.35, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2680354, 'lng': 112.7609606}",2.6360267192418774,0.9378021549298721,0.8725490568252035
Warkop 29 RIZKI Free WIFI,"Jl. Kaliwaron I No.29, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Kedai Kopi,"{'lat': -7.2645982, 'lng': 112.7652455}",2.2302537697655342,0.8420513681239341,1.229198982927757
Warkop ALASKA,"Jl. Raya Menur No.25, RT.001/RW.09, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2763844, 'lng': 112.7625534}",2.5639098621453487,0.8912660126396639,0.13561236052621523
WARKOP TERAS 72,"Jl. Srikana, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",5.0,Kedai Kopi,"{'lat': -7.273986, 'lng': 112.7577298}",3.023657457440315,1.2570456857436831,0.6476847273309888
Warkop & Billiard GalGol,"Jl. Bratang Binangun I No.1, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2982855, 'lng': 112.7568317}",4.429393271079803,3.278189217128043,2.6351767925156464
Soto Madura Tropicana,"Jl. Ngagel Jaya No.64, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.5,Restoran soto Restoran Cepat Saji,"{'lat': -7.2909355, 'lng': 112.7555291}",3.999891166591448,2.628630949733997,1.9234179969536525
Soto Ayam Akbar,"Jl. Karang Menjangan No.73, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran Soto Ayam,"{'lat': -7.2695889, 'lng': 112.7609976}",2.6254635904816954,0.8813942227154067,0.7086899705046141
Soto Madura Gubeng PJKA,"Jl. Raya Manyar No.3B, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60284, Indonesia",4.4,Restoran Soto Ayam Restoran soto,"{'lat': -7.2881985, 'lng': 112.7634061}",3.130385504474703,1.9709663139215792,1.4120108866436498
Soto Ayam Cak Imron,"Jl. Raya Menur No.41, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Soto Ayam,"{'lat': -7.2800425, 'lng': 112.762357}",2.7295592660930326,1.2041855215153492,0.5180389844030338
Kapulogo - Soto Ayam Kampung,"Jl. Raya Bratang Binangun No.61, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Restoran Soto Ayam Restoran,"{'lat': -7.295663, 'lng': 112.759744}",3.9965190704351574,2.8873248494563346,2.2780014432090576
Soto Banjar Cik Moy,"Jl. Nginden Intan Raya No.1 E, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Restoran soto Restoran Indonesia Restoran Soto Ayam,"{'lat': -7.306928, 'lng': 112.768215}",4.525734479309519,3.9621837294763025,3.5347619786681057
Soto Ayam Pak NOTO Dharwangsa,"Jl. Dharmawangsa No.168, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,Restoran Soto Ayam Restoran Jawa,"{'lat': -7.2799527, 'lng': 112.7556517}",3.4112027617881675,1.7403871379533566,0.9876931141046013
Soto Ayam Cak Nan,"Jl. Dharmahusada No.39, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran Soto Ayam Restoran Indonesia,"{'lat': -7.266253, 'lng': 112.7677125}",1.9233577691334935,0.5738779371746319,1.1329178649380016
Soto Ayam Pak Erick,"Jl. Ngagel Jaya Utara, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Restoran Soto Ayam Restoran Jawa,"{'lat': -7.289193, 'lng': 112.761955}",3.3237695643863994,2.128045688689366,1.5309132695847114
Soto Ayam Surabaya Cak Kurnia,"Jl. Dharmahusada No.38 B, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Restoran Soto Ayam Rumah Makan,"{'lat': -7.2661066, 'lng': 112.7631424}",2.422055564043947,0.8502421834132848,1.044886261804613
Soto Ayam Lamongan Cak Men Ipiems,"Jl. Manyar Sabrangan VII A No.15 E, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,Restoran Soto Ayam,"{'lat': -7.2831405, 'lng': 112.7638723}",2.7498924233336033,1.4243827222506533,0.8511816437262332
D'Jawa Cafe & Resto,"Jl. Jawa No.33, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.4,Restoran Indonesia Restoran Jawa Kedai Sup Restoran Masakan Barat,"{'lat': -7.2733607, 'lng': 112.7491388}",3.9544641779375826,2.1807139122863592,1.5908965230295398
"Kakkoii All You Can Eat Japanese BBQ & Shabu-Shabu, Surabaya, Manyar","Jl. Manyar Kertoarjo No.110, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.8,Restoran Jepang Restoran Prasmanan Restoran,"{'lat': -7.2807922, 'lng': 112.7709977}",1.9593233852117447,1.082964010589763,1.0239972575517355
Rumah Makan Idaman - Manyar Kertoarjo 5,"Jl. Manyar Kertoarjo V No.65, RT.007/RW.11, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Restoran Indonesia Restoran China Restoran Jawa,"{'lat': -7.2790823, 'lng': 112.765846}",2.336477656924953,0.9246616315852368,0.4811007704439343
Tahu Telor Pak Jayen Cabang Dharmahusada,"Jl. Dharmahusada No.112, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60115, Indonesia",4.5,Restoran Tahu Restoran Indonesia,"{'lat': -7.2667807, 'lng': 112.7680509}",1.8757541092666425,0.5092715198543286,1.0968962948916081
ONKEI Restoran Jepang,"Jl. Kertajaya Indah Timur XIV, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,Restoran Jepang Restoran Restoran Sushi Restoran Teppanyaki,"{'lat': -7.2773832, 'lng': 112.7861368}",0.8669648137609648,2.0283612870989245,2.516586758940678
Warkop Hilal,"Jl. Nginden II No.50, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Kedai Kopi,"{'lat': -7.3015404, 'lng': 112.7650833}",4.155048434089879,3.387480046028247,2.9015105529163403
Warkop Sham,"PQ7P+J2J, Jl. Gebang Putih, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Kedai Kopi,"{'lat': -7.285903, 'lng': 112.7850004}",1.8018294705068585,2.4144644496168204,2.6484655283768745
Warkop Barata,"Jl. Barata Jaya III No.1, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2991067, 'lng': 112.7568747}",4.492115084406495,3.3601131404116353,2.7218292046134627
Warkop abimanyu,"Jl. Mojo Kidul No.54, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Bar Kopi Espresso,"{'lat': -7.2682411, 'lng': 112.766397}",2.036348873619618,0.43121352300724375,0.8722240855829314
