title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Nasi Goreng Jawa (Cak Sul),"Jl. Arief Rahman Hakim No.51-14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Kedai Sarapan,"{'lat': -7.2894073, 'lng': 112.7821164}",2.211255444138347,2.492241499314613,2.579361174803363
Nasi Goreng Surabaya,"Jl. Wonorejo Timur No.45, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296, Indonesia",4.6,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.3083123, 'lng': 112.7998224}",4.602119132146704,5.352174611375359,5.42680644225339
Nasi Goreng & Mie Pelangi Cak Tro,"PQJC+MGP, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Restoran Nasi Goreng Rumah Makan Restoran Mie,"{'lat': -7.268284, 'lng': 112.7713307}",1.4940028887292038,0.4363347304483658,1.187024743387269
Nasi Goreng Pak Tohir,"Jl. Manyar Kerta Adi IV No.33, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Restoran Nasi Goreng,"{'lat': -7.282886, 'lng': 112.7841113}",1.4681848028673847,2.1241165973229466,2.427581009557342
GEPREK AIRLANGGA,"Jl. Semolowaru No.67, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",3.1,Restoran Masakan Ayam,"{'lat': -7.3000263, 'lng': 112.7752314}",3.533433281604348,3.272042539773357,3.023338566758748
Geprek mbok imee,"Jl. Semolo Waru Elok Timur II No.27 Blok H, RT.007/RW.06, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,Restoran,"{'lat': -7.3033769, 'lng': 112.7747739}",3.904577265781,3.6271432776546226,3.344005085674328
Ayam Geprek Sedulur 4,"Jl. Kedung Pengkol I No.78, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Restoran,"{'lat': -7.2654241, 'lng': 112.7660923}",2.1175603366833307,0.7183966914787501,1.1590781789528357
AYAM GEPREK JURAGAN KERTA ADI,"Jl. Manyar Kerta Adi VII No.39, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.6,Restoran Masakan Ayam Rumah Makan,"{'lat': -7.284156, 'lng': 112.783889}",1.6105736698364315,2.193958050579545,2.4563414294202723
Ayam geprek and jus Sukesi,"Gg. 17 No.3, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",5.0,Restoran Restoran Masakan Ayam Kedai Jus,"{'lat': -7.283087, 'lng': 112.8026199}",2.4655903061841293,3.953867361260575,4.407406289085763
SWAG Warung Ayam Geprek,"Raya Jl. Raya Manyar No.72, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Restoran Cepat Saji,"{'lat': -7.2932013, 'lng': 112.7621614}",3.6144122051070315,2.5430143307195023,1.9730328199155696
AYAM GEPREK D'BAKAR,"depan tito foto, Jl. Arief Rahman Hakim gang kecil No.53a, RT.002/RW.02, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",1.8,Restoran Masakan Ayam,"{'lat': -7.289735, 'lng': 112.7989988}",2.723190213020366,3.911113209866602,4.233519449137715
Geprek Josspolll Gebang Putih,"PQ7P+J2R, Jl. Gebang Putih, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Restoran Masakan Ayam,"{'lat': -7.2859236, 'lng': 112.7851122}",1.804313134672423,2.4251400931408367,2.660561017174518
AYAM GEPREK MAMA,"Jl. Keputih Timur No 54 C. (Masuk Gapura Depan Toko Buku Mitra Media, 100m DEPAN GAPURA, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.2,Restoran Masakan Ayam,"{'lat': -7.288477, 'lng': 112.802063}",2.8257616109418473,4.136263475960999,4.5019780340200395
Universitas Ayam Geprek,"Jl. Raya Manyar No.4, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",5.0,Restoran Masakan Ayam,"{'lat': -7.2897916, 'lng': 112.7627107}",3.305646707987688,2.1630897281190493,1.5909732473519818
Ayam Geprek 4G,"Jl. Barata Jaya No.40, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",5.0,Restoran Masakan Ayam Rumah Makan Restoran Jawa,"{'lat': -7.299097, 'lng': 112.7582744}",4.386895015649639,3.301726186302741,2.6840831347858045
Geprek B3NSU,"PQC6+3WF, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60282, Indonesia",2.8,Restoran Masakan Ayam,"{'lat': -7.2798223, 'lng': 112.7623011}",2.7249482602195916,1.1882166999977741,0.49566671114810734
Ayam Geprek Bee & Lee Surabaya,"Jl. Pucang Anom Timur III No.5, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,Restoran,"{'lat': -7.2854286, 'lng': 112.7564554}",3.582333595722442,2.078963195363789,1.34371354659812
Penyetan geprek Nyinyir dan Bakoel susu,"Jl. Nginden Jaya I No.17, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Restoran,"{'lat': -7.3023437, 'lng': 112.7691147}",4.021024831508157,3.4520812225511355,3.050712243538989
Nasi Goreng Cak Ji,"Jl. Dharmahusada no No.4, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.2660003, 'lng': 112.7623884}",2.506034605343096,0.9205540898089465,1.0621967523273184
Nasi Goreng UGD+,"Jl. Gubeng Kertajaya VII C No.18, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.8,Restoran Nasi Goreng,"{'lat': -7.2764308, 'lng': 112.7556184}",3.3046109450162566,1.5618626195091467,0.8645259925598386
Nasi babat emak,"Jl. Kalidami No.1d, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Warung nasi Restoran,"{'lat': -7.2748031, 'lng': 112.7626074}",2.51276607752592,0.7863103590814563,0.11682418581156016
Nasi Goreng Pak No,"Jl. Raya Manyar No.1a, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60284, Indonesia",4.8,Restoran Nasi Goreng,"{'lat': -7.2881459, 'lng': 112.7634117}",3.126079338214366,1.9652041911942857,1.4061624572914366
Nasi Bakar Kamput,"Jl. Raya Nginden No.111, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.9,Restoran Indonesia,"{'lat': -7.3042341, 'lng': 112.7623536}",4.568939497162342,3.7304951950206653,3.197174385528288
Nasi Pecel Cak Iwan,"Jl. Raya Menur No.2C, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60268, Indonesia",5.0,Restoran Makanan Sehat,"{'lat': -7.2750425, 'lng': 112.7622081}",2.561732070271727,0.8377573599979398,0.14096578705049248
Nasi Goreng Pak Ali,"Jl. Menur Pumpungan No.20, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Restoran Nasi Goreng,"{'lat': -7.2882626, 'lng': 112.7653475}",2.9772374071896786,1.924215247067783,1.4353031552562627
Nasi Goreng Rempah Ngocol,"PQ3H+HR3, Jl. Klampis Semolo, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur, Indonesia",4.5,Restoran Nasi Goreng,"{'lat': -7.2961075, 'lng': 112.7795385}",2.9931818739386458,3.002007453603631,2.9015980549287406
Nasi Goreng SEMPAL,"Jl. Karang Menjangan No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.2706007, 'lng': 112.7609148}",2.6364674888966873,0.8732139591033499,0.6098558303997392
Nasi Goreng Dok Dok,"Jl. Gubeng Kertajaya VII I No.14, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,Restoran Nasi Goreng,"{'lat': -7.2741318, 'lng': 112.7557339}",3.2436634958440904,1.4751950966776868,0.8591481201224492
Ayam Geprek JN Jaman Now,"Jl. Gebang Wetan No.9, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",2.8,Restoran Masakan Ayam,"{'lat': -7.2808116, 'lng': 112.7881425}",1.2893873568807663,2.3812411941946556,2.7922567308039428
"KAG - Kakkk Ayam Geprek!!!, Dharmawangsa","Jl. Dharmawangsa No.119 A, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",3.7,Restoran Masakan Ayam Restoran,"{'lat': -7.2800419, 'lng': 112.755964}",3.3821156882951438,1.7173832749809723,0.963206193722559
Warung Geprek CK,"Jl. Keputih Gg. II Ps. No.22, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Restoran,"{'lat': -7.2893443, 'lng': 112.7995667}",2.7247400279213565,3.9423091533523795,4.275847979002107
Ayam Geprek Mang Soetta keputih,"Jl. Arief Rahman Hakim No.90, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Restoran Masakan Ayam,"{'lat': -7.29012, 'lng': 112.7988537}",2.749266575195203,3.9201760293669685,4.234927026892538
Nasi Goreng Jawa CAK TO,"Jl. Dharmawangsa No.69 A, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Restoran Indonesia,"{'lat': -7.2763473, 'lng': 112.7561003}",3.250737184352987,1.5090290330023337,0.810648390544916
Nasi Goreng Jawa Bu Pardji,"PQ74+795, Jl. Kalibokor, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.5,Restoran Nasi Goreng,"{'lat': -7.286865, 'lng': 112.7559923}",3.7066528641843677,2.234088841688621,1.504859420044789
NASI GORENG RASA KAMPUNG,"Jl. Nginden I No.16, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.7,Restoran Nasi Goreng,"{'lat': -7.3004065, 'lng': 112.7633131}",4.156305221695153,3.292595435041492,2.769496851597647
Nasi Campur Kertajaya Indah,"Jl. Dharmahusada No.50, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Restoran Indonesia Restoran Asia Tenggara,"{'lat': -7.2664634, 'lng': 112.7667817}",2.019770558748434,0.5820616065450348,1.0718239901497963
Nasi Goreng Pak Karto,"Jl. Kalibokor Selatan No.168a, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.7,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.2876195, 'lng': 112.760628}",3.3284595708020412,2.026179024500433,1.3818771703862096
Nasi goreng jawa BARATA bratang,"Jl. Bratang Gede Kalisumo No.155, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",4.6,Restoran,"{'lat': -7.2982387, 'lng': 112.7556755}",4.515476691046875,3.3269012338426123,2.6681176852064987
Depot nasi campur pojok tambak bayan,"San antonio shopping street, Jl. Kalisari Utara I No.115 I N, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.3,Restoran,"{'lat': -7.2654001, 'lng': 112.8061612}",2.404200767561428,4.172891226371142,4.848466645121764
Nasi Goreng Cak Pi'i,"Pojok Timur, Jl. Dharmahusada, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.3,Restoran Nasi Goreng,"{'lat': -7.2682919, 'lng': 112.7741563}",1.1844099314609995,0.6789204895453813,1.4317893274377327
Nasi Goreng & Mie Goreng Cak Aris 02,"Jl. Arief Rahman Hakim No.40-39, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Restoran Nasi Goreng Restoran Mie,"{'lat': -7.2896443, 'lng': 112.7819869}",2.2393087249920396,2.5052599433668186,2.583898837392436
Nasi Tempong Sri Dewi,"Jl. Kalisari Utara I No.62, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.4,Restoran,"{'lat': -7.265448, 'lng': 112.8048573}",2.2623125579252927,4.030057296435765,4.707406637607132
Nasi Goreng Bonek,"Jl. Raya Mulyosari No.240, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",4.7,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.2726227, 'lng': 112.7975133}",1.4394549423183671,3.17050985908111,3.7762804696537917
Nasi kebuli La Tahzan khas Ampel cabang karmen,"Jl. Karang Menjangan No.45, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,Restoran Timur Tengah Restoran Arab Kedai Sarapan  Makan Siang Warung nasi,"{'lat': -7.2683235, 'lng': 112.7609695}",2.6329902730661785,0.9249561121464619,0.8418197199553145
Mie Ayam Pak Tris dan Nasi Goreng Sebelahe Pak Tris,"Jl. Semolowaru No.11, RT.007/RW.02, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,Restoran Restoran Nasi Goreng Restoran Mie,"{'lat': -7.3001248, 'lng': 112.7735334}",3.6040994735682816,3.2474176951736333,2.957484305156139
Nasi Goreng Pak Ndut,"Jl. Nginden Intan Tim. XIII No.30, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.3041385, 'lng': 112.7694469}",4.187104967279194,3.652176685695728,3.253553531823915
Nasi goreng Cak To,"Gg. Pompa Air No.19, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Warung nasi Restoran Nasi Goreng,"{'lat': -7.2849018, 'lng': 112.803453}",2.662759492576683,4.110560404286463,4.539803898883502
"Nasi Goreng Master, Keputih","Jl. Arief Rahman Hakim No.102, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Restoran Nasi Goreng,"{'lat': -7.2903444, 'lng': 112.7993702}",2.8021890228287214,3.981679152494474,4.297109037819729
Nasi goreng jawa Pak Dul,"Jl. Arief Rahman Hakim No.138-142, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Restoran Nasi Goreng,"{'lat': -7.2902194, 'lng': 112.7995814}",2.804293163849093,3.9940874700332354,4.313333234845986
Nasi Goreng King,"MQXC+WCQ, Jl. Nginden Semolo, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.7,Restoran Nasi Goreng,"{'lat': -7.3001627, 'lng': 112.7711113}",3.708557918546553,3.2194992007452634,2.871237034691853
Depot Nasi Goreng Jakarta,"Jl. Gebang Wetan No.2, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.1,Restoran Nasi Goreng,"{'lat': -7.2810284, 'lng': 112.7887021}",1.331162753737403,2.447256254008183,2.857701373580257
warung Nasi Goreng Pak Bro,"Jl. Mleto No.12 A, RT.002/RW.06, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Restoran Nasi Goreng,"{'lat': -7.2820425, 'lng': 112.7723101}",1.944587989464605,1.2556895957465581,1.2227405074871718
Mie Ayam Nusantara,"Jl. Gebang Lor No.71, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran Mie Restoran Indonesia Restoran Ramen,"{'lat': -7.2808189, 'lng': 112.7881131}",1.2892422902249718,2.3786973046267637,2.789259377567576
Mie Gacoan - Manyar Kertoarjo 3,"Jl. Manyar Kertoarjo III No.109, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60285, Indonesia",4.6,Restoran Mie,"{'lat': -7.2811363, 'lng': 112.77174}",1.921511320663153,1.1408081248566477,1.1131016249119903
Mie Oke - Keputih Tegal,"Jl. Keputih Tegal Timur, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran Mie Toko Makanan Restoran Makanan Cepat Saji Ala Hong Kong,"{'lat': -7.291629, 'lng': 112.8079349}",3.529473894560168,4.872585673812099,5.229270749196226
Mie Ayam Cak Wi,"Jl. Keputih Tegal No.53, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.9,Restoran Mie,"{'lat': -7.2909341, 'lng': 112.8013919}",2.9873159234781728,4.205861527303816,4.52824583083137
Pangsit Mie & Bakwan Mentari,"Jl. Semampir Utara No.42, RT.007/RW.02, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,Restoran Mie Restoran Bakso,"{'lat': -7.3057246, 'lng': 112.7787932}",4.060178149300688,3.9833762730574094,3.7653306860216036
Mie Ayam Putri Kembar,"Jl. Semampir Utara No.48, RT.007/RW.02, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,Restoran Mie,"{'lat': -7.307059, 'lng': 112.7786225}",4.209643963291241,4.121175961839792,3.890179512941117
Mie Toree,"Ruko Klampis Jaya, Jl. Klampis Jaya No.A-2, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.4,Restoran Mie,"{'lat': -7.2893635, 'lng': 112.7755664}",2.4120458729727043,2.142746659689504,2.0438111971936443
Pangsit Mie Ayam Jakarta Gebang Putih,"Jl. Gebang Putih No.80A, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Restoran Mie Restoran Dim Sum,"{'lat': -7.2823374, 'lng': 112.7858515}",1.4099948161799276,2.2457913697716423,2.5904591592821706
Mie Gacoan - Ir Soekarno,"Jl. Dr. Ir. H. Soekarno No.125, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.9,Restoran Mie,"{'lat': -7.2650132, 'lng': 112.7827498}",0.568098616850624,1.6900413261293872,2.4320770045392606
Mie Ayam Bengawan,"Jl. Mulyorejo Barat No.35, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.7,Restoran Mie,"{'lat': -7.2681076, 'lng': 112.775471}",1.044125479408199,0.8169703994005727,1.564740892135039
Mie Rajawali,"Jl. Semolowaru Utara VI No No.10RJ, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,Restoran Mie,"{'lat': -7.2991937, 'lng': 112.7789521}",3.3423814547456794,3.2975787077545413,3.1438285282579086
Pangsit Mie Ayam Jakarta Klampis,"Jl. Klampis Ngasem Gg. Masjid No.23 F, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Restoran Mie Restoran Dim Sum,"{'lat': -7.2860144, 'lng': 112.7757481}",2.0706829089995815,1.8067566738350846,1.7949630849601566
Ada Apa Dengan Kopi (AADK),"Jl. Arief Rahman Hakim No.181, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.7,Kedai Kopi Kafe Toko kopi Restoran,"{'lat': -7.289975, 'lng': 112.7882303}",2.2860087102484963,2.9841511618019028,3.1766817901697713
KOPI BUJEND,"Jl. Dharmahusada Utara No.11, RT.007/RW.02, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2664116, 'lng': 112.7714516}",1.5170756739138107,0.617256703818512,1.345363356839197
Kopi Titik Koma - San Antonio,"Jl. Kalisari Utara I No.92, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2652968, 'lng': 112.8053259}",2.3163795142806496,4.083790048723102,4.761610070882584
Biji Kopi,"Jl. Keputih Tegal Timur No.21, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Kafe Toko kopi,"{'lat': -7.292357, 'lng': 112.8112362}",3.8534943064655334,5.233612267482321,5.599283991010019
PAPER CUP COFFEE MANYAR,"Jl. Manyar Kertoarjo No.75, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60116, Indonesia",4.7,Kedai Kopi,"{'lat': -7.280087, 'lng': 112.7704779}",1.956916991169941,0.9944444218127401,0.9325369477865892
Kopi Giras 71,"Jl. Kejawan Putih Tambak No.14, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2839057, 'lng': 112.8025813}",2.5182776435751144,3.9809817361669966,4.421568490902768
TYE Coffee House,"Jl. Semolo Waru No.4, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kedai Kopi Kafe,"{'lat': -7.3045904, 'lng': 112.7967031}",4.095760647292125,4.813995015715218,4.894465316034463
Kopi Konnichiwa Dharmahusada,"Jl. Dharmahusada Indah Bar. No.I 3G, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Kedai Kopi Kafe Mesin Sangrai Kopi Kafe Anjing,"{'lat': -7.2695434, 'lng': 112.772874}",1.3155680478908993,0.48998187416107536,1.2372142043168308
Kopi Kuto,"Jl. Klampis Semolo Timur XII No.10A, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2990407, 'lng': 112.7804556}",3.29754266115464,3.34180510692325,3.2234641067095215
Kopi Kenangan - The Avenue MERR,"Jl. Semolowaru Timur II No.5-45, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.3,Kedai Kopi,"{'lat': -7.3021415, 'lng': 112.7812616}",3.6283856467288644,3.69460845725186,3.5576708561044357
kopi bonsai,"Medokan Baru Ii No.1, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,Kedai Kopi,"{'lat': -7.3093725, 'lng': 112.7763999}",4.507630945942487,4.3156637876157395,4.030144061213103
RKM noodle house & coffee,"San antonio shopping street N1, pakuwon city NO :123, Surabaya, Jawa Timur, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2652785, 'lng': 112.8063402}",2.426257650214718,4.194528505453795,4.870813718825352
KEDAI KOPI SUPER,"Jl. Klampis Semolo No.39, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2968936, 'lng': 112.7797832}",3.0740073656979123,3.092990326565407,2.9873589751159786
Kedai Tentrem,"Jl. Mulyorejo Selatan Baru No.49, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2780317, 'lng': 112.7762132}",1.324894722010133,1.1085550228610792,1.4410540545366726
Titik Terang Kopi,"Jl. Raya Mulyosari No.111-115, RT.001/RW.04, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.7,Kedai Kopi Kafe Kios,"{'lat': -7.2653514, 'lng': 112.7959699}",1.3235501626621293,3.0690111179953026,3.7655638602874175
Kampung Kopi,"Jl. Mulyorejo Tengah No.60, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.3,Kedai Kopi Area WiFi,"{'lat': -7.2674646, 'lng': 112.7786545}",0.721994596403222,1.1676363281001374,1.9051047867271316
Asana kopi,"Ruko Manyar garden, Jl. Nginden Semolo No.101/26, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.7,Kedai Kopi Kafe,"{'lat': -7.2998013, 'lng': 112.7715434}",3.6525512642939266,3.183616919715969,2.847551781052983
Pangsit Mie UP Pak Tatung,"Jl. Barata Jaya XIX No.85, RT.009/RW.03, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,Restoran Mie Restoran Dim Sum Pujasera,"{'lat': -7.3039962, 'lng': 112.7591662}",4.747326747125458,3.7877526078465125,3.2028620503640433
Mie Pangsit Nginden Raya Khas Makasar,"Jl. Raya Nginden No.109, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.7,Restoran Mie Restoran Dim Sum Restoran Halal Restoran Indonesia,"{'lat': -7.3041446, 'lng': 112.762377}",4.559177983857165,3.7202338193108555,3.1871365173568553
Mie Ayam Puas,"Jl. Kalidami No.30a, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran Mie,"{'lat': -7.2749834, 'lng': 112.7640219}",2.365936945638578,0.6674647524187981,0.08947113204676571
Pangsit Mie Ujung Pandang (BABI),"Jl. Raya Nginden No.131, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Restoran Mie,"{'lat': -7.3048629, 'lng': 112.7623239}",4.62961163606542,3.799770651936021,3.2671666156573553
Mie Ayam Jakarta PAK DOEL,"Jl. Karang Menjangan No.76, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Restoran Mie,"{'lat': -7.2719923, 'lng': 112.7609044}",2.6480038644665043,0.8742863150441371,0.47739018463497757
Mie Goreng Jawa,"Jl. Kalibokor No.46, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,Restoran Mie Restoran Jawa,"{'lat': -7.2868782, 'lng': 112.7559971}",3.7069550906233064,2.234891540223036,1.5058050619185763
MIE AYAM KARE MAS ODIE,"Jl. Karang Menjangan No.71, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Restoran Mie,"{'lat': -7.2694651, 'lng': 112.7609821}",2.6272743984466778,0.8861317674916469,0.7221054646335873
Pangsit Mie Ayam Jakarta Depot Rizky,"Nomor, Jl. Ngagel Jaya Selatan No.0, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.7,Restoran Mie,"{'lat': -7.2953732, 'lng': 112.7612481}",3.859754088787558,2.8034252035362277,2.2225120216789893
Pangsit Mie Up Pak Kumis,"Jl. Ngagel Jaya No.66, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.7,Restoran Mie,"{'lat': -7.2910356, 'lng': 112.7555044}",4.008667480260074,2.6393960918736346,1.9345816981838821
Mie Ayam 5000 - Kertajaya,"Jl. Kertajaya No.258, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",3.8,Restoran Mie,"{'lat': -7.2795628, 'lng': 112.7620038}",2.7431833551883087,1.1857872373228264,0.47729038778153954
Warung nasi budhe,"Jl. Nginden VI No.17 A, RT.005/RW.04, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Warung nasi,"{'lat': -7.302111, 'lng': 112.765989}",4.158510827262325,3.4400320577894226,2.9727591387591024
Warung Nasi Shofi,"Jl. Nginden Semolo Jalur Gaza No.42, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Warung nasi Rumah Makan,"{'lat': -7.3001465, 'lng': 112.7663065}",3.95251147446621,3.219357996304183,2.759255592641817
Nasi Padang Uda Wandi 2 Surabaya,"Jl. Gubeng Kertajaya IX Raya No.78, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.4,Restoran Padang Restoran,"{'lat': -7.274429, 'lng': 112.757606}",3.0452596077496623,1.2827888631037034,0.6500791890706259
